Author,Rating,Title,Date,Body
"Tarique Siddique, Nalanda District",5.0 out of 5 stars,5.0•Super!,Reviewed in India on · 7 months ago,"This flashlight fine, and the company is good. If the company could just change the on-off switch little, it would be even better. But the quality good, and the range is also good..I like it👍"
"senthil raja Raja, Karaikal",5.0 out of 5 stars,5.0•Perfect product!,Reviewed in India on · 7 months ago,Good product.. Value for money.. Thank you flipkart and Ekart ❤️👍
"Omprakash Saini, Chennai",5.0 out of 5 stars,5.0•Brilliant,Reviewed in India on · 7 months ago,Good quality
"Rakesh Lodhi, Raisen",5.0 out of 5 stars,5.0•Wonderful,"Reviewed in India on · Jan, 2025",Superb quality ans awesome battery thank you flipkart.
"Harikant Vishwakarma, Ludhiana",4.0 out of 5 stars,4.0•Pretty good,"Reviewed in India on · Aug, 2024",Nice product powerfull light
"Flipkart Customer, Bangalore",4.0 out of 5 stars,4.0•Pretty good,"Reviewed in India on · Dec, 2024",Very nice torch
"Ramsingh Bohara, Pune",5.0 out of 5 stars,5.0•Worth every penny,"Reviewed in India on · Aug, 2024",Nice
"SUMANT MISHRA, Singrauli",5.0 out of 5 stars,5.0•Excellent,Reviewed in India on · 3 months ago,Good product 💯
"Satheesh Babu Babu, Thikkody",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 4 months ago,Wow with the quality and beauty of the torch... But mrp on the product is 265 and I had to pay 305....I could have bought it from any shop for 265 only
"Kamlesh  Kumar, Vindhya Nagar Ntpc Township",5.0 out of 5 stars,5.0•Super!,Reviewed in India on · 5 months ago,Design is good but battery backup little bit less as expected
"Tarique Siddique, Nalanda District",5.0 out of 5 stars,5.0•Super!,Reviewed in India on · 7 months ago,"This flashlight fine, and the company is good. If the company could just change the on-off switch little, it would be even better. But the quality good, and the range is also good..I like it👍"
"senthil raja Raja, Karaikal",5.0 out of 5 stars,5.0•Perfect product!,Reviewed in India on · 7 months ago,Good product.. Value for money.. Thank you flipkart and Ekart ❤️👍
"Omprakash Saini, Chennai",5.0 out of 5 stars,5.0•Brilliant,Reviewed in India on · 7 months ago,Good quality
"Chitaranjan Pati, Kendrapara",5.0 out of 5 stars,5.0•Classy product,Reviewed in India on · 11 months ago,Best truch i ever seen
"RAJESH K, Thiruvananthapuram",5.0 out of 5 stars,5.0•Simply awesome,"Reviewed in India on · Mar, 2025",Nice ..
"Rajesh  Prasad, New Delhi",5.0 out of 5 stars,5.0•Great product,"Reviewed in India on · Jan, 2025",Good
"Kamalendu Das, Panaji",5.0 out of 5 stars,5.0•Great product,"Reviewed in India on · Jan, 2025",Good product 👍👍👍
"Prasant Kumar Behera, Fci Township",5.0 out of 5 stars,5.0•Must buy!,"Reviewed in India on · Sep, 2024",Best Pocket Torch
"Flipkart Customer, Chennai",5.0 out of 5 stars,5.0•Perfect product!,"Reviewed in India on · Sep, 2024",Good produced
"Subodh Kumar, Rajgir",5.0 out of 5 stars,5.0•Terrific purchase,"Reviewed in India on · Sep, 2024",Super
"Noor Hossain Khan, South Twenty Four Parganas District",5.0 out of 5 stars,5.0•Wonderful,"Reviewed in India on · Aug, 2024",Excellent
"satyam p, Nizamabad District",5.0 out of 5 stars,5.0•Best in the market!,"Reviewed in India on · Aug, 2024",Super
"Narayanarao M, Hyderabad",5.0 out of 5 stars,5.0•Terrific purchase,"Reviewed in India on · Jul, 2024",Very nice product good performance 👍
"Akshay Mohanty, Khordha District",2.0 out of 5 stars,2.0•Bad quality,"Reviewed in India on · Aug, 2024",Poor quality
"Aman  Singh, Bhubaneswar",3.0 out of 5 stars,3.0•Does the job,"Reviewed in India on · Mar, 2025",Very small size with less power.
"Suvajit Sarkar, Durllabhganj",4.0 out of 5 stars,4.0•Very Good,"Reviewed in India on · Aug, 2024",Good product
"Jyotiranjan Ray, Bhubaneswar",5.0 out of 5 stars,5.0•Excellent,Reviewed in India on · 4 months ago,Nice produ
"Flipkart Customer, Koch Bihar",5.0 out of 5 stars,5.0•Great product,"Reviewed in India on · Sep, 2024",Nice
"saravanan d m, Hyderabad",3.0 out of 5 stars,3.0•Just okay,Reviewed in India on · 7 months ago,It is very small don't expect as per picture it's of pocket torch
"Raushan  Rajput, Rohtas",5.0 out of 5 stars,5.0•Simply awesome,Reviewed in India on · 1 day ago,Nice product  Value for money 🤑
"Flipkart Customer, Udupi",5.0 out of 5 stars,5.0•Fabulous!,Reviewed in India on · 1 day ago,"Good item with bright light, recharges quickly, pocket friendly, must buy"
"Flipkart Customer, Vasco Da Gama",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 2 days ago,Good torch
"Shiva Shakti, Kollam",4.0 out of 5 stars,4.0•Value-for-money,Reviewed in India on · 2 days ago,Nice
"Akshay Mohanty, Khordha District",2.0 out of 5 stars,2.0•Bad quality,"Reviewed in India on · Aug, 2024",Poor quality
"Aman  Singh, Bhubaneswar",3.0 out of 5 stars,3.0•Does the job,"Reviewed in India on · Mar, 2025",Very small size with less power.
"Suvajit Sarkar, Durllabhganj",4.0 out of 5 stars,4.0•Very Good,"Reviewed in India on · Aug, 2024",Good product
"Jyotiranjan Ray, Bhubaneswar",5.0 out of 5 stars,5.0•Excellent,Reviewed in India on · 4 months ago,Nice produ
"Flipkart Customer, Koch Bihar",5.0 out of 5 stars,5.0•Great product,"Reviewed in India on · Sep, 2024",Nice
"saravanan d m, Hyderabad",3.0 out of 5 stars,3.0•Just okay,Reviewed in India on · 7 months ago,It is very small don't expect as per picture it's of pocket torch
"Raushan  Rajput, Rohtas",5.0 out of 5 stars,5.0•Simply awesome,Reviewed in India on · 1 day ago,Nice product  Value for money 🤑
"Flipkart Customer, Udupi",5.0 out of 5 stars,5.0•Fabulous!,Reviewed in India on · 1 day ago,"Good item with bright light, recharges quickly, pocket friendly, must buy"
"Flipkart Customer, Vasco Da Gama",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 2 days ago,Good torch
"Shiva Shakti, Kollam",4.0 out of 5 stars,4.0•Value-for-money,Reviewed in India on · 2 days ago,Nice
"Flipkart Customer, Nagaon",4.0 out of 5 stars,4.0•Wonderful,Reviewed in India on · 2 days ago,theak thak
"nirbhay kumar, Jehanabad District",4.0 out of 5 stars,4.0•Worth the money,Reviewed in India on · 2 days ago,Good product
"Swarup Biswas, Bankura",5.0 out of 5 stars,5.0•Just wow!,Reviewed in India on · 2 days ago,Very good product value for price
"SEKH NASIM, Kolkata",5.0 out of 5 stars,5.0•Best in the market!,Reviewed in India on · 3 days ago,Best pocket Light
"Avijit Sankhari, Kolkata",5.0 out of 5 stars,5.0•Brilliant,Reviewed in India on · 4 days ago,Nice 👍
"Sujata Das, South 24 Parganas",5.0 out of 5 stars,5.0•Wonderful,Reviewed in India on · 4 days ago,Quality very nice and long lasting power
"Amar Deep Das, New Town",4.0 out of 5 stars,4.0•Good choice,Reviewed in India on · 4 days ago,Very nice 👍 product and brightness is so good ...
"Suryakanta Behera, Anugul",5.0 out of 5 stars,5.0•Brilliant,Reviewed in India on · 5 days ago,All best
"Hiren  Patel, Dehgam",4.0 out of 5 stars,4.0•Wonderful,Reviewed in India on · 5 days ago,Nice Pro
"Munieswari  R, Thoothukkudi",5.0 out of 5 stars,5.0•Worth every penny,Reviewed in India on · 5 days ago,Good
"Madhu sudhan rao  Badimala, Chittoor",5.0 out of 5 stars,5.0•Highly recommended,Reviewed in India on · 6 days ago,"This is a very good product, I would definitely buy it if it comes at this price 💯"
"Bappaditya Panda, North 24 Parganas",5.0 out of 5 stars,5.0•Simply awesome,Reviewed in India on · 7 days ago,Good in this price
"Lijo Kuriakose Customer, Kannur District",3.0 out of 5 stars,3.0•Just okay,Reviewed in India on · 8 days ago,Good
"Randhir Kumar, Aurangabad District",5.0 out of 5 stars,5.0•Highly recommended,Reviewed in India on · 8 days ago,Nice
"SK SAHOO, Cuttack District",5.0 out of 5 stars,5.0•Just wow!,Reviewed in India on · 8 days ago,Exlent
"Budharu Roy, Siliguri",4.0 out of 5 stars,4.0•Nice product,Reviewed in India on · 8 days ago,Very good visible at night
"Gowtham, Salem District",3.0 out of 5 stars,3.0•Good,Reviewed in India on · 9 days ago,Normal
"Manoj Upadhaya, Biswanath District",5.0 out of 5 stars,5.0•Perfect product!,Reviewed in India on · 9 days ago,Good products
"Rimpa  Sahoo, Purba Medinipur District",3.0 out of 5 stars,3.0•Fair,Reviewed in India on · 9 days ago,Ok ok type
"RAHUL  N R, Thrissur",5.0 out of 5 stars,5.0•Excellent,Reviewed in India on · 10 days ago,Nice product
"Tarun Shukla, Mathura",3.0 out of 5 stars,3.0•Decent product,Reviewed in India on Decent product,Very small size
"Flipkart Customer, Gajraula",5.0 out of 5 stars,5.0•Worth every penny,Reviewed in India on · 10 days ago,Very good product nice
"Ratan Chakraborty, Burdwan",5.0 out of 5 stars,5.0•Terrific,Reviewed in India on · 10 days ago,Excellent product
"Monu Ji, Mahrajganj District",5.0 out of 5 stars,5.0•Highly recommended,Reviewed in India on · 10 days ago,Great
"Himanshu Kumar, Muzaffarpur",5.0 out of 5 stars,5.0•Excellent,Reviewed in India on · 11 days ago,Good
"Sumanta kumar  Khan, North 24 Parganas",5.0 out of 5 stars,5.0•Terrific,Reviewed in India on · 11 days ago,Value for money..  Nice
"Antaryami  Behera, Nuapatna",4.0 out of 5 stars,4.0•Very Good,Reviewed in India on · 11 days ago,Nice
"Flipkart Customer, Santoshpur",3.0 out of 5 stars,3.0•Decent product,Reviewed in India on Decent product,Ok ok
"Krishna  Rao, Srikakulam District",5.0 out of 5 stars,5.0•Must buy!,Reviewed in India on · 12 days ago,Good
"Sivagnanam R, Cuddalore",5.0 out of 5 stars,5.0•Terrific,Reviewed in India on · 12 days ago,Very nice
"JAYANTI  MAJHI, Cuttack",5.0 out of 5 stars,5.0•Excellent,Reviewed in India on · 12 days ago,Super Ameging  Product 👍
"Madhurjya Deka, Baksa",2.0 out of 5 stars,2.0•Moderate,Reviewed in India on · 12 days ago,After 3 days not working properly.
"Anandrao Gadekar, Pune District",1.0 out of 5 stars,1.0•Did not meet expectations,Reviewed in India on · 12 days ago,Bad
"Sourav Jha, Jajpur",5.0 out of 5 stars,5.0•Best in the market!,Reviewed in India on · 13 days ago,Value of money
"Saraswathi  Rengaraj, Tiruchirappalli District",5.0 out of 5 stars,5.0•Must buy!,Reviewed in India on · 14 days ago,Very happy
"Chandan kumar singh, Arrah",3.0 out of 5 stars,3.0•Fair,Reviewed in India on · 14 days ago,Battery backup not good
"Mukesh thapa Thapa, Charaideo",5.0 out of 5 stars,5.0•Fabulous!,Reviewed in India on · 15 days ago,Good product
"Memo Aow, Itanagar",3.0 out of 5 stars,3.0•Does the job,Reviewed in India on · 15 days ago,"Ok product, just for emergency purpose only"
"Chan Mohammad, Chirang",1.0 out of 5 stars,1.0•Worst experience ever!,Reviewed in India on · 16 days ago,Not Good
"Ajoy Mahata, Jhargram",5.0 out of 5 stars,5.0•Excellent,Reviewed in India on · 17 days ago,Very nice product
"Flipkart Customer, Tinsukia",5.0 out of 5 stars,5.0•Brilliant,Reviewed in India on · 17 days ago,Perfect 👌
"nilkamal khanra, Durllabhganj",2.0 out of 5 stars,2.0•Expected a better product,Reviewed in India on · 17 days ago,Switch is not user friendly
"Shubhrajit  Swain, Jagatsinghapur District",5.0 out of 5 stars,5.0•Highly recommended,Reviewed in India on · 17 days ago,Nice products
"Rohit Hembrom, Deoghar",4.0 out of 5 stars,4.0•Pretty good,Reviewed in India on · 18 days ago,Overall good
"Rajkisore Das, Mayurbhanj",4.0 out of 5 stars,4.0•Good choice,"Reviewed in India on , Mayurbhanj",Awesome product
"TAMAL PAL, Hugli District",5.0 out of 5 stars,5.0•Just wow!,Reviewed in India on · 19 days ago,Awesome
"Govinda Yadav, Bijnor District",4.0 out of 5 stars,4.0•Wonderful,Reviewed in India on · 19 days ago,Good product
"Abhishek Tiwari, Patna",5.0 out of 5 stars,5.0•Simply awesome,Reviewed in India on · 19 days ago,Brilliant
"zaffar Iqubal, East Champaran",5.0 out of 5 stars,5.0•Highly recommended,Reviewed in India on · 19 days ago,Thank
"RAHUL  DAS, Kamrup District",5.0 out of 5 stars,5.0•Classy product,Reviewed in India on · 19 days ago,Nice
"Flipkart Customer, Coimbatore",5.0 out of 5 stars,5.0•Terrific purchase,Reviewed in India on · 26 days ago,Top class product 💖🤩💕❤️
"kpurushottam Rajli, Saharsa",5.0 out of 5 stars,5.0•Classy product,Reviewed in India on · 26 days ago,Good 👍
"Furkan  Malik, Malappuram District",4.0 out of 5 stars,4.0•Good choice,Reviewed in India on · 27 days ago,Thank you Flipkart best product
"Durga prasad pattanayak, Hatadihi",1.0 out of 5 stars,1.0•Utterly Disappointed,Reviewed in India on · 27 days ago,Very low back up
"David sudheer  Bhasker, Palamaner",5.0 out of 5 stars,5.0•Terrific,Reviewed in India on · 27 days ago,Excellent
"swaroop Singh, Sikar",5.0 out of 5 stars,5.0•Perfect product!,Reviewed in India on · 28 days ago,Very good 👍🏽
"Guntu Prasadrao, Palasa Kasibugga",5.0 out of 5 stars,5.0•Wonderful,Reviewed in India on · 28 days ago,Nice
"Flipkart Customer, Farrukhabad",3.0 out of 5 stars,3.0•Nice,Reviewed in India on · 29 days ago,Product Good overall battery drain fast
"Ruchir Singh, Gorakhpur",5.0 out of 5 stars,5.0•Mind-blowing purchase,Reviewed in India on · 29 days ago,Superb
"Masum Rahi, West Godavari",5.0 out of 5 stars,5.0•Must buy!,Reviewed in India on · 30 days ago,Very good product
"Rabi  Debnath, South Tripura",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 1 month ago,Good product
"VIPIN S, Kollam District",5.0 out of 5 stars,5.0•Fabulous!,Reviewed in India on · 1 month ago,Really love it
"Muhammad Suhail, Nadapuram",5.0 out of 5 stars,5.0•Mind-blowing purchase,"Reviewed in India on · May, 2025",Very good one
"kishan detroja, Bengaluru",5.0 out of 5 stars,5.0•Awesome,Reviewed in India on · 1 month ago,"Good product, light throw is good"
"dugana seetaram, Bhadrari Kothagudem District",3.0 out of 5 stars,3.0•Just okay,Reviewed in India on · 1 month ago,Not good
"Debabrata Nath, Bankura",5.0 out of 5 stars,5.0•Mind-blowing purchase,Reviewed in India on · 1 month ago,Good p
"Krishnendu Manna, Haldia",5.0 out of 5 stars,5.0•Must buy!,Reviewed in India on · 1 month ago,So good.
"Nabin Pakhira, Kolkata",2.0 out of 5 stars,2.0•Slightly disappointed,Reviewed in India on · 1 month ago,Battery proper not working
"Flipkart Customer, Guwahati",1.0 out of 5 stars,1.0•Horrible,Reviewed in India on · 1 month ago,Got out of order after first charging. Not working now.
"LOKANATH GUPTA, Deoria",5.0 out of 5 stars,5.0•Fabulous!,Reviewed in India on · 1 month ago,Very good
"Asheesh Kumar, Meerut District",5.0 out of 5 stars,5.0•Mind-blowing purchase,Reviewed in India on · 1 month ago,Good Torch
"Roshan  Diana, Dakshina Kannada District",5.0 out of 5 stars,5.0•Worth every penny,Reviewed in India on · 1 month ago,Nice and very bright
"Flipkart Customer, Kodagu District",3.0 out of 5 stars,3.0•Just okay,Reviewed in India on · 1 month ago,The lights are bright enough but the switch is too hard for smooth operation.  Hence only three stars.
"Mampi  Ganguli, Bolpur",4.0 out of 5 stars,4.0•Good quality product,Reviewed in India on · 1 month ago,Very good product
"Flipkart Customer, Thiruvananthapuram",5.0 out of 5 stars,5.0•Super!,Reviewed in India on · 1 month ago,Good product 👍👍
"Ranjeet Pal, Prayagraj",4.0 out of 5 stars,4.0•Delightful,Reviewed in India on · 1 month ago,Good 👍
"Rakesh Chakraborty, South Tripura District",2.0 out of 5 stars,2.0•Not good,Reviewed in India on · 1 month ago,Third class product
"KALYAN KUMAR DAS, Siliguri",5.0 out of 5 stars,5.0•Perfect product!,Reviewed in India on · 1 month ago,Good product
"Flipkart Customer, Noida",4.0 out of 5 stars,4.0•Value-for-money,Reviewed in India on · 1 month ago,Good product
"Tanay Das, Madhyamgram",5.0 out of 5 stars,5.0•Best in the market!,Reviewed in India on · 1 month ago,Good 😊
"Flipkart Customer, Nagrota Bagwan",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 1 month ago,The quality of torch is very good and the range is too long and it can be fit anywhere
"Soumen Banik, Haora District",5.0 out of 5 stars,5.0•Mind-blowing purchase,Reviewed in India on · 1 month ago,Very good
"Flipkart Customer, Rajahmundry",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 1 month ago,Nice product
"Dalbir, Gurugram",4.0 out of 5 stars,4.0•Nice product,Reviewed in India on · 1 month ago,"Good, go for it"
"Balaraju Cacarla, Bengaluru",4.0 out of 5 stars,4.0•Good quality product,"Reviewed in India on · Apr, 2025",Nice handy and powerful torch.
"Chirag Lakhwara, Mansa",5.0 out of 5 stars,5.0•Super!,Reviewed in India on · 1 month ago,Nice Product For Use
"Shaik Thameem, Pallapatti Karur District",5.0 out of 5 stars,5.0•Super!,Reviewed in India on · 1 month ago,Nice product
"Mousum  Kumar shyamal, Paschim Medinipur District",4.0 out of 5 stars,4.0•Really Nice,Reviewed in India on · 1 month ago,Nice
"Rimo Kr Saha, Malda",5.0 out of 5 stars,5.0•Terrific purchase,Reviewed in India on · 1 month ago,Good product
"Naman  Mishra, Bhadohi",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 1 month ago,Nice
"G venkateshwar lu, Rangareddy",1.0 out of 5 stars,1.0•Not recommended at all,Reviewed in India on · 1 month ago,It's not enough brightness
"Lalu  Yadav, Muzaffarpur",5.0 out of 5 stars,5.0•Best in the market!,Reviewed in India on · 1 month ago,Super
"ARPAN MONDAL, Burdwan",5.0 out of 5 stars,5.0•Awesome,Reviewed in India on · 1 month ago,Good
"Simanta Bora, Golaghat District",5.0 out of 5 stars,5.0•Perfect product!,Reviewed in India on · 1 month ago,Very good item.
"Shreedhar, Uttara Kannada District",5.0 out of 5 stars,5.0•Must buy!,Reviewed in India on · 1 month ago,Britness torch is good  Good 👍
"Sainath Prusty, Kendujhar District",5.0 out of 5 stars,5.0•Worth every penny,Reviewed in India on · 1 month ago,Very very very very very very very very very very good.
"Sanu Bapari, Ranaghat",1.0 out of 5 stars,1.0•Unsatisfactory,Reviewed in India on · 1 month ago,Very Bad Light.. Boomlite Is Very Good
"Flipkart Customer, Babina",5.0 out of 5 stars,5.0•Must buy!,Reviewed in India on · 1 month ago,😊 great 😊
"Albin Diengdoh, East Khasi Hills District",2.0 out of 5 stars,2.0•Bad quality,Reviewed in India on · 1 month ago,I just bought it last month. Very very poor battery life even after fully charged. I used it only when there was no current . It didn't even reach 30 minutes that i use it. Its brightness started to l...
"Bhuyan KB, Sivasagar",4.0 out of 5 stars,4.0•Good choice,Reviewed in India on · 1 month ago,Good product
"syed AFZAL, Ananthapuramu",5.0 out of 5 stars,5.0•Best in the market!,Reviewed in India on · 1 month ago,Great p
"Narahari Swain, Koraput",5.0 out of 5 stars,5.0•Best in the market!,Reviewed in India on · 1 month ago,It is very good product
"Faizul kabir, Deulia",1.0 out of 5 stars,1.0•Absolute rubbish!,Reviewed in India on · 1 month ago,Very bad .
"Kannan Kannan, Coimbatore",4.0 out of 5 stars,4.0•Nice product,Reviewed in India on · 1 month ago,Very nice
"Vikas Singh, Rohtas",5.0 out of 5 stars,5.0•Simply awesome,Reviewed in India on · 1 month ago,Best Quality
"S.Muthamizhan Selvam, Tiruvallur",5.0 out of 5 stars,5.0•Terrific,Reviewed in India on · 1 month ago,Excellant
"Flipkart Customer, Budge Budge",4.0 out of 5 stars,4.0•Nice product,Reviewed in India on · 2 months ago,Most buy. Awesome product and better than the others by the way it's a popular company💫💫💫.
"Tilak Nath, Kamrup District",4.0 out of 5 stars,4.0•Delightful,Reviewed in India on · 2 months ago,Happy
"Munna bahi, Gurugram",5.0 out of 5 stars,5.0•Super!,Reviewed in India on · 2 months ago,Best smart tarach
"Rajesh Mondal, Garshyamnagar",4.0 out of 5 stars,4.0•Nice product,Reviewed in India on · 2 months ago,Good
"Prem Rathod, Ambaliyasan",5.0 out of 5 stars,5.0•Fabulous!,Reviewed in India on · 2 months ago,Super
"arsad ali  mandal, Subarnapur",5.0 out of 5 stars,5.0•Terrific purchase,Reviewed in India on · 2 months ago,Good
"Sandya Sandya, Thiruvananthapuram District",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 2 months ago,Good product ever
"Yedukondalu Yadav, Kalahandi",3.0 out of 5 stars,3.0•Just okay,Reviewed in India on · 2 months ago,Nice
"Soham Majumdar, Nadia",5.0 out of 5 stars,5.0•Wonderful,Reviewed in India on · 2 months ago,Good.
"Muhammed Thwaha, Pariyaram",4.0 out of 5 stars,4.0•Really Nice,Reviewed in India on · 2 months ago,Great
"Mr Salem Tamil Nadu, Tiruvannamalai",5.0 out of 5 stars,5.0•Mind-blowing purchase,Reviewed in India on · 2 months ago,Super product worth of this money
"Kiriti Bhusan Mahato, Purulia",5.0 out of 5 stars,5.0•Simply awesome,Reviewed in India on · 2 months ago,Nice
"Pritam  Guchhait, Kolaghat",4.0 out of 5 stars,4.0•Good quality product,Reviewed in India on · 2 months ago,Ok
"Tahajit  ALAM, Uttar Dinajpur",2.0 out of 5 stars,2.0•Could be way better,Reviewed in India on · 2 months ago,Very bad.. because battery charge only 20 minit lasting..
"Sankar  Bag, South Twenty Four Parganas District",5.0 out of 5 stars,5.0•Brilliant,Reviewed in India on · 2 months ago,Nice
"sanghamitra pani, Talcher",4.0 out of 5 stars,4.0•Wonderful,Reviewed in India on · 2 months ago,Great product
"Rumarani Ghosh, Mayurbhanj District",5.0 out of 5 stars,5.0•Best in the market!,Reviewed in India on · 2 months ago,Good
"Sonu Suman, Samastipur District",5.0 out of 5 stars,5.0•Terrific purchase,Reviewed in India on · 2 months ago,This is very good product because  This torch distance cover higher distance
"Flipkart Customer, Bengaluru",3.0 out of 5 stars,3.0•Good,"Reviewed in India on · Feb, 2025",Good
"Gitanjali  Parida, Jagatsinghapur District",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 2 months ago,Must buy
"Flipkart Customer, Kollam",4.0 out of 5 stars,4.0•Value-for-money,Reviewed in India on · 2 months ago,Overall good product
"Pradeesh Joseph, Kottayam District",4.0 out of 5 stars,4.0•Good choice,Reviewed in India on · 2 months ago,Good product
"Koustav Das, Asansol",5.0 out of 5 stars,5.0•Great product,Reviewed in India on · 2 months ago,Nice
"Flipkart Customer, Tamenglong District",3.0 out of 5 stars,3.0•Does the job,Reviewed in India on · 2 months ago,Price is little high product is goo
"Dharma Raju, Bhilai",3.0 out of 5 stars,3.0•Just okay,Reviewed in India on · 2 months ago,Ok
"Satrudhan Kamath Kamat, Jamshedpur",5.0 out of 5 stars,5.0•Awesome,Reviewed in India on · 2 months ago,Nice 👍🙂👍👍
"Metta Ramarao, Baksa",4.0 out of 5 stars,4.0•Good quality product,Reviewed in India on · 2 months ago,Ok but price is over
"Flipkart Customer, Bareilly",5.0 out of 5 stars,5.0•Mind-blowing purchase,Reviewed in India on · 2 months ago,Good
"Indra Mondal, Darjeeling",3.0 out of 5 stars,3.0•Just okay,Reviewed in India on · 2 months ago,It's Good enough brightness and also handy
"Gajendra kaprawan, New Delhi",1.0 out of 5 stars,1.0•Utterly Disappointed,Reviewed in India on · 2 months ago,Battery backup very poor.
Subhadip Sanyal,5,5.0 out of 5 starsValue for money. Recommended.,"Compact, Good lumen, nice throw for the main torch and good spread for the side light. Value for money."
Venkat,4,4.0 out of 5 starsBright and compact. Lanyard missing. Type c wud hv been good,Product is good. Compact bright. Though we led it is bright enough. Both front torch light and side panel lights are good and bright. But color is not what I ordered. I ordered blue but got black. Also the lanyard or rope to tie in corner hole is missing. Only hole is given in product. Another issue is it uses micro usb charger pin. The cable is provided but type c would have been a good upgrade. Yet to see battery backup and charging. Will update after use
Placeholder,5,5.0 out of 5 starsValue for money,Good and handy item
